SMILES,Ingre_ID,Canonical_SMILES
OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4(O)CC4C3C(C)C3(O4)CCC(CO3)C)C)C2)C)C(C(C1OC1OC(CO)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O)O)O,10152,OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4(O)CC4C3C(C)C3(O4)CCC(CO3)C)C)C2)C)C(C(C1OC1OC(CO)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O)O)O
CC1CCC2(OC1)OC1C(C2C)C2(C(C1)(O)C1CC=C3C(C1CC2)(C)CCC(C3)O)C,10153,CC1CCC2(OC1)OC1C(C2C)C2(C(C1)(O)C1CC=C3C(C1CC2)(C)CCC(C3)O)C
OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4=CC=C3C(C(=O)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C)C2)C)C(C(C1OC1OC(CO)C(C(C1OC1OC(CO)C(C(C1O)O)O)OC1OCC(C(C1O)O)O)O)O)O,10154,OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4=CC=C3C(C(=O)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C)C2)C)C(C(C1OC1OC(CO)C(C(C1OC1OC(CO)C(C(C1O)O)O)OC1OCC(C(C1O)O)O)O)O)O
OCC(CCC(=O)C(C1=CC=C2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C)C,10155,OCC(CCC(=O)C(C1=CC=C2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C)C
OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4=CC=C3C(C(=O)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C)C2)C)C(C(C1OC1OC(CO)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O)O)O,10156,OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4=CC=C3C(C(=O)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C)C2)C)C(C(C1OC1OC(CO)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O)O)O
CCCCCCC(=O)C(C)C,10157,CCCCCCC(=O)C(C)C
Oc1ccc(cc1)CC1COc2c(C1=O)c(O)c(c(c2)O)C,10158,Oc1ccc(cc1)CC1COc2c(C1=O)c(O)c(c(c2)O)C
COc1ccc(cc1)CC1COc2c(C1=O)c(O)c(c(c2C)O)C,10159,COc1ccc(cc1)CC1COc2c(C1=O)c(O)c(c(c2C)O)C
CCC(CC(=O)C)C,10160,CCC(CC(=O)C)C
CCCCCCCC/C=C/C=C/CCCCCCCCCC(=O)O,10161,CCCCCCCC/C=C/C=C/CCCCCCCCCC(=O)O
CCCCCC/C=C/C=C/CCCCCCCCCC(=O)OC,10162,CCCCCC/C=C/C=C/CCCCCCCCCC(=O)OC
CCCCCCCCCCCCCC(C(=O)O)C,10163,CCCCCCCCCCCCCC(C(=O)O)C
CCCCCC/C=C/C/C=C/CCCCCCC(=O)O,10164,CCCCCC/C=C/C/C=C/CCCCCCC(=O)O
CCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CCC3C(CCC(C(C)C)CC)C)C)C2)C)C(C(C1O)O)O,10165,CCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CCC3C(CCC(C(C)C)CC)C)C)C2)C)C(C(C1O)O)O
CC(CCCC1(C)CCc2c(O1)c(C)cc(c2)O)CCCC(CCCC(C)C)C,10166,CC(CCCC1(C)CCc2c(O1)c(C)cc(c2)O)CCCC(CCCC(C)C)C
CCCCCCCCCCCCCCCCC/C=C/C(=O)OC,10167,CCCCCCCCCCCCCCCCC/C=C/C(=O)OC
COc1cc2[CH-][NH+](C)c3c(c2cc1O)ccc1c3cc2OCOc2c1,10168,COc1cc2[CH-][NH+](C)c3c(c2cc1O)ccc1c3cc2OCOc2c1
CCCCCCCCC1=C(C1)CCCCCCC(=O)OC,10169,CCCCCCCCC1=C(C1)CCCCCCC(=O)OC
O=CCCCCCCC(=O)OC,10170,O=CCCCCCCC(=O)OC
CCCC/C=C/C/C=C/CCCCCCCCC(=O)O,10171,CCCC/C=C/C/C=C/CCCCCCCCC(=O)O
Cn1c(=O)c2cc3OCOc3cc2c2c1c1cc3OCOc3cc1cc2,10172,Cn1c(=O)c2cc3OCOc3cc2c2c1c1cc3OCOc3cc1cc2
CCCCCCCCCCC/C=C\CCCCC(=O)OC,10173,CCCCCCCCCCC/C=C\CCCCC(=O)OC
OCC1OC(OC(=O)C2(C)CCCC3(C2CCC24C3CCC(C2)C(C4)(O)CO)C)C(C(C1O)O)O,10174,OCC1OC(OC(=O)C2(C)CCCC3(C2CCC24C3CCC(C2)C(C4)(O)CO)C)C(C(C1O)O)O
OCC1(O)CC23CC1CCC3C1(C(CC2)C(C)(CCC1)C(=O)O)C,10175,OCC1(O)CC23CC1CCC3C1(C(CC2)C(C)(CCC1)C(=O)O)C
OCC1=CCCC2C1(CO)CCC(C2(C)CCC1=CCOC1=O)C,10176,OCC1=CCCC2C1(CO)CCC(C2(C)CCC1=CCOC1=O)C
C=CCc1cc(OC)c(c(c1)OC)OC(=O)CC(C)C,10177,C=CCc1cc(OC)c(c(c1)OC)OC(=O)CC(C)C
C=CCc1ccc(c(c1)OC)OC(=O)C(CC)C,10178,C=CCc1ccc(c(c1)OC)OC(=O)C(CC)C
COC(=O)C(=C)Oc1cc(ccc1O)C(=O)O,10179,COC(=O)C(=C)Oc1cc(ccc1O)C(=O)O
C=C(C(=O)O)Oc1ccc(c(c1)C(=O)O)O,10180,C=C(C(=O)O)Oc1ccc(c(c1)C(=O)O)O
COc1cc(ccc1OC)c1oc2cc(OC)c(c(c2c(=O)c1OC)O)O,10181,COc1cc(ccc1OC)c1oc2cc(OC)c(c(c2c(=O)c1OC)O)O
COc1ccc(cc1)c1oc2cc(OC)c(c(c2c(=O)c1OC)O)O,10182,COc1ccc(cc1)c1oc2cc(OC)c(c(c2c(=O)c1OC)O)O
OCC1OC(OC2CC3C(C2(C)CC3O)(C)C)C(C(C1O)O)O,10183,OCC1OC(OC2CC3C(C2(C)CC3O)(C)C)C(C(C1O)O)O
OC1CC2(C(C1CC2O)(C)C)C,10184,OC1CC2(C(C1CC2O)(C)C)C
OCC1(O)COC(C1O)OCC1OC(OC2CC3C(C2(C)CC3O)(C)C)C(C(C1O)O)O,10185,OCC1(O)COC(C1O)OCC1OC(OC2CC3C(C2(C)CC3O)(C)C)C(C(C1O)O)O
OC1CC2(C(C1CC2O)(C)C)C,10186,OC1CC2(C(C1CC2O)(C)C)C
OCC1(O)COC(C1O)OC1C(O)C(OC2C(OCC(C2O)O)OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CC(C(C2(C)C)OC2OC(COC3OCC(C(C3O)O)O)C(C(C2O)O)O)O)(C)C)OC(C1OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)C,10187,OCC1(O)COC(C1O)OC1C(O)C(OC2C(OCC(C2O)O)OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CC(C(C2(C)C)OC2OC(COC3OCC(C(C3O)O)O)C(C(C2O)O)O)O)(C)C)OC(C1OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)C
OC1CC2(C)C(C(C1O)(C)C)CCC1(C2CC=C2C1(C)CC(C1(C2CC(C)(C)CC1)C(=O)O)O)C,10188,OC1CC2(C)C(C(C1O)(C)C)CCC1(C2CC=C2C1(C)CC(C1(C2CC(C)(C)CC1)C(=O)O)O)C
OCC1(O)COC(C1O)OC1C(O)C(OC2C(OCC(C2O)O)OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC2OC(COC3OCC(C(C3O)O)O)C(C(C2O)O)O)(C)C)OC(C1OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)C,10189,OCC1(O)COC(C1O)OC1C(O)C(OC2C(OCC(C2O)O)OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC2OC(COC3OCC(C(C3O)O)O)C(C(C2O)O)O)(C)C)OC(C1OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)C
OCC1(O)COC(C1O)OC1C(O)C(OC2C(OCC(C2OC2OC(C)C(C(C2O)O)O)O)OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CC(C(C2(C)C)OC2OC(COC3OCC(C(C3O)O)O)C(C(C2O)O)O)O)(C)C)OC(C1OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)C,10190,OCC1(O)COC(C1O)OC1C(O)C(OC2C(OCC(C2OC2OC(C)C(C(C2O)O)O)O)OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CC(C(C2(C)C)OC2OC(COC3OCC(C(C3O)O)O)C(C(C2O)O)O)O)(C)C)OC(C1OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)C
OCC1(O)COC(C1O)OC1C(O)C(OC2C(OCC(C2OC2OC(C)C(C(C2O)O)O)O)OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC2OC(COC3OCC(C(C3O)O)O)C(C(C2O)O)O)(C)C)OC(C1OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)C,10191,OCC1(O)COC(C1O)OC1C(O)C(OC2C(OCC(C2OC2OC(C)C(C(C2O)O)O)O)OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC2OC(COC3OCC(C(C3O)O)O)C(C(C2O)O)O)(C)C)OC(C1OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)C
OC1C(O)COC(C1OC1OC(C)C(C(C1O)O)OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)OC(=O)C12CCC(CC2C2=CCC3C(C2(CC1O)C)(C)CCC1C3(C)CC(C(C1(C)C)OC1OC(COC2OCC(C(C2O)O)O)C(C(C1O)O)O)O)(C)C,10192,OC1C(O)COC(C1OC1OC(C)C(C(C1O)O)OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)OC(=O)C12CCC(CC2C2=CCC3C(C2(CC1O)C)(C)CCC1C3(C)CC(C(C1(C)C)OC1OC(COC2OCC(C(C2O)O)O)C(C(C1O)O)O)O)(C)C
OC1C(O)COC(C1OC1OC(C)C(C(C1O)O)OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)OC(=O)C12CCC(CC2C2=CCC3C(C2(CC1O)C)(C)CCC1C3(C)CCC(C1(C)C)OC1OC(COC2OCC(C(C2O)O)O)C(C(C1O)O)O)(C)C,10193,OC1C(O)COC(C1OC1OC(C)C(C(C1O)O)OC1OCC(C(C1O)OC1OCC(C(C1O)O)O)O)OC(=O)C12CCC(CC2C2=CCC3C(C2(CC1O)C)(C)CCC1C3(C)CCC(C1(C)C)OC1OC(COC2OCC(C(C2O)O)O)C(C(C1O)O)O)(C)C
OC1C(O)C(OC(C1O)COC1OCC(C(C1O)O)O)OC1C(O)CC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CC(C1(C2CC(C)(C)CC1)C(=O)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)O)OC1OCC(C(C1O)O)O)O)O)C)C,10194,OC1C(O)C(OC(C1O)COC1OCC(C(C1O)O)O)OC1C(O)CC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CC(C1(C2CC(C)(C)CC1)C(=O)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)O)OC1OCC(C(C1O)O)O)O)O)C)C
OC1CC2(C)C(C(C1O)(C)C)CCC1(C2CC=C2C1(C)CC(C1(C2CC(C)(C)CC1)C(=O)O)O)C,10195,OC1CC2(C)C(C(C1O)(C)C)CCC1(C2CC=C2C1(C)CC(C1(C2CC(C)(C)CC1)C(=O)O)O)C
OCC1OC(OCC2OC(OC3C(O)CC4(C(C3(C)C(=O)O)CCC3(C4CC=C4C3(C)CCC3(C4CC(C)(C)CC3)C(=O)OC3OC(C)C(C(C3OC3OC(C)C(C(C3O)OC3OCC(C(C3O)O)O)O)O)O)C)C)C(C(C2O)O)O)C(C(C1O)O)O,10196,OCC1OC(OCC2OC(OC3C(O)CC4(C(C3(C)C(=O)O)CCC3(C4CC=C4C3(C)CCC3(C4CC(C)(C)CC3)C(=O)OC3OC(C)C(C(C3OC3OC(C)C(C(C3O)OC3OCC(C(C3O)O)O)O)O)O)C)C)C(C(C2O)O)O)C(C(C1O)O)O
OC1CC2(C)C(C(C1O)(C)C(=O)O)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C,10197,OC1CC2(C)C(C(C1O)(C)C(=O)O)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C
OCC1OC(OCC2OC(OC3C(O)CC4(C(C3(C)C(=O)O)CCC3(C4CC=C4C3(C)CCC3(C4CC(C)(C)CC3)C(=O)OC3OC(C)C(C(C3OC3OC(C)C(C(C3O)OC3OCC(C(C3O)O)O)OC3OCC(C(C3O)O)O)O)O)C)C)C(C(C2O)O)O)C(C(C1O)O)O,10198,OCC1OC(OCC2OC(OC3C(O)CC4(C(C3(C)C(=O)O)CCC3(C4CC=C4C3(C)CCC3(C4CC(C)(C)CC3)C(=O)OC3OC(C)C(C(C3OC3OC(C)C(C(C3O)OC3OCC(C(C3O)O)O)OC3OCC(C(C3O)O)O)O)O)C)C)C(C(C2O)O)O)C(C(C1O)O)O
OCC(C(=O)NC(C(=O)NC(C(=O)OC)CC)Cc1ccccc1)NC(=O)C(C(O)C)NC(=O)c1ccc[nH]1,10199,OCC(C(=O)NC(C(=O)NC(C(=O)OC)CC)Cc1ccccc1)NC(=O)C(C(O)C)NC(=O)c1ccc[nH]1
CCC1NC(=O)C2C(Cl)C(CN2C(=O)C(NC(=O)CC(NC(=O)C(NC1=O)CO)c1ccccc1)C(O)C)Cl,10200,CCC1NC(=O)C2C(Cl)C(CN2C(=O)C(NC(=O)CC(NC(=O)C(NC1=O)CO)c1ccccc1)C(O)C)Cl
CCC1NC(=O)CC(NC(=O)C(CO)NC(=O)C(NC(=O)C2N(C1=O)CC(C2Cl)Cl)C(O)C)c1ccccc1,10201,CCC1NC(=O)CC(NC(=O)C(CO)NC(=O)C(NC(=O)C2N(C1=O)CC(C2Cl)Cl)C(O)C)c1ccccc1
CCC(C(=O)C(C(C(=O)C(c1ccccc1)C=N)O)(N(C(=O)C1NCC(C1Cl)Cl)C(=O)C(CC)N)C=O)N,10202,CCC(C(=O)C(C(C(=O)C(c1ccccc1)C=N)O)(N(C(=O)C1NCC(C1Cl)Cl)C(=O)C(CC)N)C=O)N
CCC1NC(=O)C2CC=C(N2C(=O)C(CC)NC(=O)CC(NC(=O)C(NC1=O)CO)c1ccccc1)Cl,10203,CCC1NC(=O)C2CC=C(N2C(=O)C(CC)NC(=O)CC(NC(=O)C(NC1=O)CO)c1ccccc1)Cl
CCC1NC(=O)CC(NC(=O)C(CO)NC(=O)C(NC(=O)C2N(C1=O)C(=CC2)Cl)C(O)C)c1ccccc1,10204,CCC1NC(=O)CC(NC(=O)C(CO)NC(=O)C(NC(=O)C2N(C1=O)C(=CC2)Cl)C(O)C)c1ccccc1
O=c1ccc2c(o1)cc1c(c2O)CC(O1)C(O)(C)C,10205,O=c1ccc2c(o1)cc1c(c2O)CC(O1)C(O)(C)C
CCC(C(C(/C(=C/C(=O)O)/CO)O)O)CO,10206,CCC(C(C(/C(=C/C(=O)O)/CO)O)O)CO
CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C\c1ccc(c(c1)OC)O,10207,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C\c1ccc(c(c1)OC)O
OC1CCC2C(C1C)(C)CCC1C2(C)CCC2(C1(C)CCC1(C2CC(C)(C)CC1)C)C,10208,OC1CCC2C(C1C)(C)CCC1C2(C)CCC2(C1(C)CCC1(C2CC(C)(C)CC1)C)C
C=CC(OC1OC(C)C(C(C1O)O)OC(=O)C)(CCC1C(=C)CCC2C1(C)CCCC2(C)C)C,10209,C=CC(OC1OC(C)C(C(C1O)O)OC(=O)C)(CCC1C(=C)CCC2C1(C)CCCC2(C)C)C
C=CC(OC1OC(C)C(C(C1O)O)O)(CCC1C(=C)CCC2C1(C)CCCC2(C)C)C,10210,C=CC(OC1OC(C)C(C(C1O)O)O)(CCC1C(=C)CCC2C1(C)CCCC2(C)C)C
C=CC(CCC1C(=C)CCC2C1(C)CCCC2(C)C)(O)C,10211,C=CC(CCC1C(=C)CCC2C1(C)CCCC2(C)C)(O)C
C=CC(OC1OC(C)C(C(C1OC(=O)C)O)O)(CCC1C(=C)CCC2C1(C)CCCC2(C)C)C,10212,C=CC(OC1OC(C)C(C(C1OC(=O)C)O)O)(CCC1C(=C)CCC2C1(C)CCCC2(C)C)C
C=CC(OC1OC(C)C(C(C1OC(=O)C)O)OC(=O)C)(CCC1C(=C)CCC2C1(C)CCCC2(C)C)C,10213,C=CC(OC1OC(C)C(C(C1OC(=O)C)O)OC(=O)C)(CCC1C(=C)CCC2C1(C)CCCC2(C)C)C
CCCC#CC#C/C=C/COC(=O)C,10214,CCCC#CC#C/C=C/COC(=O)C
COc1cc2c(cc1C)C(=CC(=O)C2(C)O)C(C)C,10215,COc1cc2c(cc1C)C(=CC(=O)C2(C)O)C(C)C
COc1ccc(cc1O)c1oc2cc(OC)c(c(c2c(=O)c1OC)O)O,10216,COc1ccc(cc1O)c1oc2cc(OC)c(c(c2c(=O)c1OC)O)O
C=C1C2CCC3C(C1O)(C2O)C(O)CC1C3(C)CCC(=O)C1(C)C,10217,C=C1C2CCC3C(C1O)(C2O)C(O)CC1C3(C)CCC(=O)C1(C)C
OCC1OC(OC2OC=C(C3C2C(C)(O)CC3O)C(=O)OC)C(C(C1O)O)O,10218,OCC1OC(OC2OC=C(C3C2C(C)(O)CC3O)C(=O)OC)C(C(C1O)O)O
COC(=O)C1=COC(C2C1C(O)CC2(C)O)O,10219,COC(=O)C1=COC(C2C1C(O)CC2(C)O)O
CC(=CCCC1(C)CCC2(C(C1)(C)CCC1(C2CCC2(C1CCC(=O)C2C)C)C)C)C,10220,CC(=CCCC1(C)CCC2(C(C1)(C)CCC1(C2CCC2(C1CCC(=O)C2C)C)C)C)C
OCC1(O)COC(C1O)OCC1OC(OCC2C3CCC(C2(C)C)C3)C(C(C1O)O)O,10221,OCC1(O)COC(C1O)OCC1OC(OCC2C3CCC(C2(C)C)C3)C(C(C1O)O)O
OCC1C2CCC(C1(C)C)C2,10222,OCC1C2CCC(C1(C)C)C2
OCC1OC(OC(/C=C/C2(O)C3(C)COC2(C)CC(=O)C3)C)C(C(C1O)O)O,10223,OCC1OC(OC(/C=C/C2(O)C3(C)COC2(C)CC(=O)C3)C)C(C(C1O)O)O
CC(/C=C/C1(O)C2(C)COC1(C)CC(=O)C2)O,10224,CC(/C=C/C1(O)C2(C)COC1(C)CC(=O)C2)O
OC1C(COC2OCC3(C2O)COC(O3)(C)C)OC(C(C1O)O)OCC1C2CCC(C1(C)C)C2,10225,OC1C(COC2OCC3(C2O)COC(O3)(C)C)OC(C(C1O)O)OCC1C2CCC(C1(C)C)C2
OCC1C2CCC(C1(C)C)C2,10226,OCC1C2CCC(C1(C)C)C2
CC(=O)OC1C/C(=C/CCC2(C(C(C1C(C)C)OC(=O)C)O2)C)/C,10227,CC(=O)OC1C/C(=C/CCC2(C(C(C1C(C)C)OC(=O)C)O2)C)/C
Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,10228,Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,10229,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
CC1=CC(=O)C(C(=O)O1)C(=O)C,10230,CC1=CC(=O)C(C(=O)O1)C(=O)C
CC(CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C)C,10231,CC(CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C)C
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,10232,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
CCOC(=O)c1ccco1,10233,CCOC(=O)c1ccco1
COC(=O)C1=CCCNC1,10234,COC(=O)C1=CCCNC1
CCCCCC/C=C\CCCCCCCCC(=O)O,10235,CCCCCC/C=C\CCCCCCCCC(=O)O
Oc1cc2OC(c3ccc(c(c3)O)O)C(C(c2c(c1)O)O)O,10236,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(c2c(c1)O)O)O
c1ccc(cc1)Oc1cccc(c1)Oc1cccc(c1)Oc1cccc(c1)Oc1ccccc1,10237,c1ccc(cc1)Oc1cccc(c1)Oc1cccc(c1)Oc1cccc(c1)Oc1ccccc1
Oc1cc(O)c2c(c1)OC1(C(C2c2c(O1)cc(c1c2OC(C(C1)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,10238,Oc1cc(O)c2c(c1)OC1(C(C2c2c(O1)cc(c1c2OC(C(C1)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O
COC(=O)C1=CCCN(C1)C,10239,COC(=O)C1=CCCN(C1)C
O=c1cc(CCc2ccccc2)oc2c1cccc2,10240,O=c1cc(CCc2ccccc2)oc2c1cccc2
COc1ccc(cc1)CCc1cc(=O)c2c(o1)c(O)ccc2O,10241,COc1ccc(cc1)CCc1cc(=O)c2c(o1)c(O)ccc2O
COc1cc2oc(CCc3ccccc3)cc(=O)c2cc1OC,10242,COc1cc2oc(CCc3ccccc3)cc(=O)c2cc1OC
COc1ccc(cc1)CCc1cc(=O)c2c(o1)cc(c(c2)OC)OC,10243,COc1ccc(cc1)CCc1cc(=O)c2c(o1)cc(c(c2)OC)OC
Oc1ccc2c(c1)c(=O)cc(o2)CCc1ccccc1,10244,Oc1ccc2c(c1)c(=O)cc(o2)CCc1ccccc1
COc1ccc(cc1)CCc1cc(=O)c2c(o1)ccc(c2)O,10245,COc1ccc(cc1)CCc1cc(=O)c2c(o1)ccc(c2)O
COc1ccc2c(c1)c(=O)cc(o2)CCc1ccccc1,10246,COc1ccc2c(c1)c(=O)cc(o2)CCc1ccccc1
COc1cccc(c1)CCc1cc(=O)c2c(o1)ccc(c2)OC,10247,COc1cccc(c1)CCc1cc(=O)c2c(o1)ccc(c2)OC
O=C1CCC2(O1)C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C,10248,O=C1CCC2(O1)C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C
OC1C(O)C(O)c2c(C1O)oc(cc2=O)CCc1ccccc1,10249,OC1C(O)C(O)c2c(C1O)oc(cc2=O)CCc1ccccc1
O=CC1=CCCC(C21CCC(C2)C(O)(C)C)C,10250,O=CC1=CCCC(C21CCC(C2)C(O)(C)C)C
OC(=O)C1=CCCC(C21CCC(C2)C(O)(C)C)C,10251,OC(=O)C1=CCCC(C21CCC(C2)C(O)(C)C)C
OCC1CCCC2(C31CC(C(O3)(C)C)CC2)C,10252,OCC1CCCC2(C31CC(C(O3)(C)C)CC2)C
CCCCOCCOCCO,10253,CCCCOCCOCCO
CC1CCCC2(C31CC(C(O3)(C)C)CC2)C,10254,CC1CCCC2(C31CC(C(O3)(C)C)CC2)C
CC(=C1CC2(C)C(C)CCCC2=CC1=O)C,10255,CC(=C1CC2(C)C(C)CCCC2=CC1=O)C
CC(C1CC(=O)c2c3C1CC(C)C(=O)c3oc2)C,10256,CC(C1CC(=O)c2c3C1CC(C)C(=O)c3oc2)C
OC1C(O)C(O)c2c(C1O)oc(cc2=O)CCc1ccccc1,10257,OC1C(O)C(O)c2c(C1O)oc(cc2=O)CCc1ccccc1
CC1CCC2C1C1C(C1(C)C)CC1C2(C)O1,10258,CC1CCC2C1C1C(C1(C)C)CC1C2(C)O1
CC1CCC=C2C1(C)CC(CC2)C(O)(C)C,10259,CC1CCC=C2C1(C)CC(CC2)C(O)(C)C
O=Cc1cc(O)cc2c1CC(CC2)C(=C)C,10260,O=Cc1cc(O)cc2c1CC(CC2)C(=C)C
OC(=O)CCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,10261,OC(=O)CCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C
OC(=O)C#Cc1ccccc1,10262,OC(=O)C#Cc1ccccc1
O=CC1CCC2C31CC(C(O3)(C)C)CCC2C,10263,O=CC1CCC2C31CC(C(O3)(C)C)CCC2C
OCC1CCC2C31CC(C(O3)(C)C)CC2C,10264,OCC1CCC2C31CC(C(O3)(C)C)CC2C
OC1CCC2(C3(C1(C)O)CC(C(O3)(C)C)CC2)C,10265,OC1CCC2(C3(C1(C)O)CC(C(O3)(C)C)CC2)C
CC1CCC(C2=C(CCC12)C)/C=C(/C(=O)O)\C,10266,CC1CCC(C2=C(CCC12)C)/C=C(/C(=O)O)\C
O=CC1=CC2CC(CC2C(=CC1C=O)C)(C)C,10267,O=CC1=CC2CC(CC2C(=CC1C=O)C)(C)C
O=CC1=C2CCC(C2CC(CC1)C(=C)C)C,10268,O=CC1=C2CCC(C2CC(CC1)C(=C)C)C
Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,10269,Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C
CC1(C)C2C=CC3(C1=CC=CC3(C)C)C2,10270,CC1(C)C2C=CC3(C1=CC=CC3(C)C)C2
CC1(C)OC23CC1CCC3(C)CCCC2(C)O,10271,CC1(C)OC23CC1CCC3(C)CCCC2(C)O
NCCCCNCCCNCCCCN,10272,NCCCCNCCCNCCCCN
NCCCONC(=N)N,10273,NCCCONC(=N)N
CCCCCCCC=C=CCCCCCCCC(=O)O,10274,CCCCCCCC=C=CCCCCCCCC(=O)O
C/C/1=C/CCC2(C)OC2CC(/C=C/C1)(C)C,10275,C/C/1=C/CCC2(C)OC2CC(/C=C/C1)(C)C
CC/C=C\CC1=C(C)CCC1=O,10276,CC/C=C\CC1=C(C)CCC1=O
CC(=CCCC=C(C)C)C,10277,CC(=CCCC=C(C)C)C
CC1=CC(c2c1cccc2)(C)C,10278,CC1=CC(c2c1cccc2)(C)C
CC1CCc2c1cncc2C,10279,CC1CCc2c1cncc2C
CC1CC=C2C1C1C(C1(C)C)CCC2=C,10280,CC1CC=C2C1C1C(C1(C)C)CCC2=C
O=C1CC(C)C2(C(=C1)C(O)CC1C2C1(C)C)C,10281,O=C1CC(C)C2(C(=C1)C(O)CC1C2C1(C)C)C
CC1CC=CC2=CCC3C(C12C)C3(C)C,10282,CC1CC=CC2=CCC3C(C12C)C3(C)C
C=C1C(=O)OC2C1CCC(=C)C1C2C(=C)CC1,10283,C=C1C(=O)OC2C1CCC(=C)C1C2C(=C)CC1
CC1CCC(c2c1cccc2)C,10284,CC1CCC(c2c1cccc2)C
C/C=C(/C(=O)OC1Cc2c(OC1(C)C)ccc1c2oc(=O)cc1)\C,10285,C/C=C(/C(=O)OC1Cc2c(OC1(C)C)ccc1c2oc(=O)cc1)\C
CC(C1CCC(=C)C2C(C1)C(C)(O)CC2)C,10286,CC(C1CCC(=C)C2C(C1)C(C)(O)CC2)C
O=C1CC2OOC(C2C2(C1=CCCC2C)C)(C)C,10287,O=C1CC2OOC(C2C2(C1=CCCC2C)C)(C)C
CC(CC(=O)OCC1=COC(C2C1CC(C2C)O)OC(=O)CC(C)C)C,10288,CC(CC(=O)OCC1=COC(C2C1CC(C2C)O)OC(=O)CC(C)C)C
