SMILES,Ingre_ID,Canonical_SMILES
COC(=O)C1=COC(C2C1CC=C2CO)O,1605,COC(=O)C1=COC(C2C1CC=C2CO)O
O=C1c2cc(O)c(cc2C(=O)c2c1cccc2)C,1606,O=C1c2cc(O)c(cc2C(=O)c2c1cccc2)C
OCC1OC(OC2OC=C(C3C2C(=CC3OC(=O)/C=C\c2ccc(cc2)O)CO)C(=O)OC)C(C(C1O)O)O,1607,OCC1OC(OC2OC=C(C3C2C(=CC3OC(=O)/C=C\c2ccc(cc2)O)CO)C(=O)OC)C(C(C1O)O)O
COC(=O)C1=COC(C2C1C(OC(=O)/C=C\c1ccc(cc1)O)C=C2CO)O,1608,COC(=O)C1=COC(C2C1C(OC(=O)/C=C\c1ccc(cc1)O)C=C2CO)O
OCC1OC(OC2OC=C3C4C2C(=CC4OC3=O)COC(=O)C)C(C(C1O)O)O,1609,OCC1OC(OC2OC=C3C4C2C(=CC4OC3=O)COC(=O)C)C(C(C1O)O)O
CC(=O)OCC1=CC2C3C1C(O)OC=C3C(=O)O2,1610,CC(=O)OCC1=CC2C3C1C(O)OC=C3C(=O)O2
OCC1OC(OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2)C)(C)CCC2C4(C)CCC(C2(C)C)O)(C)C)C(C(C1O)O)O,1611,OCC1OC(OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2)C)(C)CCC2C4(C)CCC(C2(C)C)O)(C)C)C(C(C1O)O)O
OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C,1612,OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C
OCC1=CC(C2C1C(OC=C2C(=O)O)OC1OC(CO)C(C(C1O)O)O)O,1613,OCC1=CC(C2C1C(OC=C2C(=O)O)OC1OC(CO)C(C(C1O)O)O)O
OCC1=CC(C2C1C(O)OC=C2C(=O)O)O,1614,OCC1=CC(C2C1C(O)OC=C2C(=O)O)O
OC/C=C/c1ccc(cc1)OC,1615,OC/C=C/c1ccc(cc1)OC
CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C,1616,CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C
COc1ccc(cc1)/C=C/C(=O)O,1617,COc1ccc(cc1)/C=C/C(=O)O
OCC1=CC(C2C1C(OC=C2C(=O)OC)OC1OC(CO)C(C(C1O)O)O)O,1618,OCC1=CC(C2C1C(OC=C2C(=O)OC)OC1OC(CO)C(C(C1O)O)O)O
COC(=O)C1=COC(C2C1C(O)C=C2CO)O,1619,COC(=O)C1=COC(C2C1C(O)C=C2CO)O
OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C,1620,OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C
OCC1=CC(C2C1C(OC=C2C(=O)O)OC1OC(CO)C(C(C1O)O)O)O,1621,OCC1=CC(C2C1C(OC=C2C(=O)O)OC1OC(CO)C(C(C1O)O)O)O
OCC1=CC(C2C1C(O)OC=C2C(=O)O)O,1622,OCC1=CC(C2C1C(O)OC=C2C(=O)O)O
OCC1=CC(C2C1C(OC=C2C(=O)OC)OC1OC(CO)C(C(C1O)O)O)O,1623,OCC1=CC(C2C1C(OC=C2C(=O)OC)OC1OC(CO)C(C(C1O)O)O)O
COC(=O)C1=COC(C2C1C(O)C=C2CO)O,1624,COC(=O)C1=COC(C2C1C(O)C=C2CO)O
OCC1OC(OC2OC=C(C3C2C(=CC3)CO)C(=O)O)C(C(C1O)O)O,1625,OCC1OC(OC2OC=C(C3C2C(=CC3)CO)C(=O)O)C(C(C1O)O)O
OCC1=CCC2C1C(O)OC=C2C(=O)O,1626,OCC1=CCC2C1C(O)OC=C2C(=O)O
COc1cc2c(cc1C)C(=O)c1c(C2=O)cccc1,1627,COc1cc2c(cc1C)C(=O)c1c(C2=O)cccc1
COc1c2C(=O)c3ccccc3C(=O)c2cc(c1O)C,1628,COc1c2C(=O)c3ccccc3C(=O)c2cc(c1O)C
CCCCCCS,1629,CCCCCCS
CCc1ccc(o1)C,1630,CCc1ccc(o1)C
OCC1OC(OC2(C)C(O)CC3C2COC(=O)C3C)C(C(C1O)O)O,1631,OCC1OC(OC2(C)C(O)CC3C2COC(=O)C3C)C(C(C1O)O)O
O=C1OCC2C(C1C)CC(C2(C)O)O,1632,O=C1OCC2C(C1C)CC(C2(C)O)O
COCC12CCC(C34C2C(OC)C(C3N(C1)CC)C1(C2C4CC(C2OC(=O)c2ccc(cc2)OC)C(C1)OC)OC(=O)C)OC,1633,COCC12CCC(C34C2C(OC)C(C3N(C1)CC)C1(C2C4CC(C2OC(=O)c2ccc(cc2)OC)C(C1)OC)OC(=O)C)OC
CC(=O)OCC(NC(=O)C(NC(=O)c1ccccc1)Cc1ccccc1)Cc1ccccc1,1634,CC(=O)OCC(NC(=O)C(NC(=O)c1ccccc1)Cc1ccccc1)Cc1ccccc1
CC(=CCc1cc(cc(c1O)O)C1COc2c(C1=O)c(O)cc(c2)O)C,1635,CC(=CCc1cc(cc(c1O)O)C1COc2c(C1=O)c(O)cc(c2)O)C
O=C1CC2(C(C1C)C2)C(C)C,1636,O=C1CC2(C(C1C)C2)C(C)C
OCC1OC(OC2OC=C(C3C2C(C)C(C3)O)C(=O)OC)C(C(C1O)O)O,1637,OCC1OC(OC2OC=C(C3C2C(C)C(C3)O)C(=O)OC)C(C(C1O)O)O
COC(=O)C1=COC(C2C1CC(C2C)O)O,1638,COC(=O)C1=COC(C2C1CC(C2C)O)O
OCC1OC(OC2OC=C(C3C2C(C)OC(C3)O)C(=O)OC)C(C(C1O)O)O,1639,OCC1OC(OC2OC=C(C3C2C(C)OC(C3)O)C(=O)OC)C(C(C1O)O)O
COC(=O)C1=COC(C2C1CC(O)OC2C)O,1640,COC(=O)C1=COC(C2C1CC(O)OC2C)O
Nc1ccc2c(c1)ccnc2,1641,Nc1ccc2c(c1)ccnc2
CC(=CCc1c2OC(CC(=O)c2c(c2c1OC(C)(C)C=C2)O)c1c(O)cccc1O)C,1642,CC(=CCc1c2OC(CC(=O)c2c(c2c1OC(C)(C)C=C2)O)c1c(O)cccc1O)C
OCC1C(O)CC2C1C(OC=C2COC1OC(CO)C(C(C1O)O)O)OC(=O)CC(C)C,1643,OCC1C(O)CC2C1C(OC=C2COC1OC(CO)C(C(C1O)O)O)OC(=O)CC(C)C
OCC1C(O)CC2C1C(OC=C2CO)OC(=O)CC(C)C,1644,OCC1C(O)CC2C1C(OC=C2CO)OC(=O)CC(C)C
COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,1645,COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O
OC1C(O)C(O)C(C(C1O)O)O,1646,OC1C(O)C(O)C(C(C1O)O)O
OCC(C1OC(=O)C(=C1O)O)O,1647,OCC(C1OC(=O)C(=C1O)O)O
OCC1(O)COC(C1O)O,1648,OCC1(O)COC(C1O)O
OCC1=CCC(CC1)C(=C)C,1649,OCC1=CCC(CC1)C(=C)C
OCC1OC(Oc2cc(O)c3c(c2)oc(c(c3=O)O)c2ccc(c(c2)O)O)C(C(C1O)O)O,1650,OCC1OC(Oc2cc(O)c3c(c2)oc(c(c3=O)O)c2ccc(c(c2)O)O)C(C(C1O)O)O
CC(=CCc1c(oc2c(c1=O)c(O)cc1c2C=CC(O1)(C)C)c1ccc(cc1O)O)C,1651,CC(=CCc1c(oc2c(c1=O)c(O)cc1c2C=CC(O1)(C)C)c1ccc(cc1O)O)C
COC1=CC23CC4(C(C2=CC1=O)N(C4)C)c1c3c(O)c(OC)cc1,1652,COC1=CC23CC4(C(C2=CC1=O)N(C4)C)c1c3c(O)c(OC)cc1
OCC1OC(Oc2c3COC(=O)c3c(c3c2cc(OC)c(c3)OC)c2ccc3c(c2)OCO3)C(C(C1O)O)O,1653,OCC1OC(Oc2c3COC(=O)c3c(c3c2cc(OC)c(c3)OC)c2ccc3c(c2)OCO3)C(C(C1O)O)O
COc1cc2c(c3ccc4c(c3)OCO4)c3C(=O)OCc3c(c2cc1OC)O,1654,COc1cc2c(c3ccc4c(c3)OCO4)c3C(=O)OCc3c(c2cc1OC)O
COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2Cc2c1cc1OCOc1c2,1655,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2Cc2c1cc1OCOc1c2
OCC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)O,1656,OCC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)O
COc1cc2C(=O)c3cc4OCOc4cc3C(=O)c2c(c1OC)OC,1657,COc1cc2C(=O)c3cc4OCOc4cc3C(=O)c2c(c1OC)OC
COc1cc(O)cc(c1)C(C1COC(C1CO)c1ccc(c(c1)OC)O)O,1658,COc1cc(O)cc(c1)C(C1COC(C1CO)c1ccc(c(c1)OC)O)O
CCCCCC/C=C/CCCCCCO,1659,CCCCCC/C=C/CCCCCCO
CC(CC(=O)OC/C=C(/CCC=C(C)C)\C)C,1660,CC(CC(=O)OC/C=C(/CCC=C(C)C)\C)C
C=CC(C/C=C/C(O)(C)C)(O)C,1661,C=CC(C/C=C/C(O)(C)C)(O)C
CC(=O)/C=C/C1C(=CCCC1(C)C)C,1662,CC(=O)/C=C/C1C(=CCCC1(C)C)C
COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(=O)c2c1cc1OCOc1c2,1663,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(=O)c2c1cc1OCOc1c2
CCCCCCCCCCC/C=C/C=C/C(=O)OC,1664,CCCCCCCCCCC/C=C/C=C/C(=O)OC
COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O,1665,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O
OCCC(CCCC(CCCC(C)C)C)C,1666,OCCC(CCCC(CCCC(C)C)C)C
OCC1OC(OC2C3COC(=O)C3C(c3c2cc2OCOc2c3)c2cc(OC)c(c(c2)OC)OC)C(C(C1O)O)O,1667,OCC1OC(OC2C3COC(=O)C3C(c3c2cc2OCOc2c3)c2cc(OC)c(c(c2)OC)OC)C(C(C1O)O)O
COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O,1668,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O
COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O,1669,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O
COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(=O)c2c1cc1OCOc1c2,1670,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(=O)c2c1cc1OCOc1c2
COc1cc(cc(c1O)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O,1671,COc1cc(cc(c1O)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O
COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2Cc2c1cc1OCOc1c2O,1672,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2Cc2c1cc1OCOc1c2O
CC1CCCC(C1)(C)O,1673,CC1CCCC(C1)(C)O
C=CC1(C)CCC(O1)C(O)(C)C,1674,C=CC1(C)CCC(O1)C(O)(C)C
O=Cc1c[nH]c2c1c(O)ccc2,1675,O=Cc1c[nH]c2c1c(O)ccc2
OC(=O)C1=C(C)N2C(CC1=O)CCCC12C(=O)Nc2c1cccc2,1676,OC(=O)C1=C(C)N2C(CC1=O)CCCC12C(=O)Nc2c1cccc2
OCC1OC(OC2Oc3ccccc3NC2=O)C(C(C1O)O)O,1677,OCC1OC(OC2Oc3ccccc3NC2=O)C(C(C1O)O)O
O=C1Nc2ccccc2OC1O,1678,O=C1Nc2ccccc2OC1O
OCC1OC(OC2Oc3ccccc3N(C2=O)O)C(C(C1O)O)O,1679,OCC1OC(OC2Oc3ccccc3N(C2=O)O)C(C(C1O)O)O
O=C1C(O)Oc2c(N1O)cccc2,1680,O=C1C(O)Oc2c(N1O)cccc2
COc1cc(ccc1OC1CCC(C(C1OC1CCC(C1O)(O)CO)O)O)C1OCC2C1COC2c1ccc(c(c1)OC)O,1681,COc1cc(ccc1OC1CCC(C(C1OC1CCC(C1O)(O)CO)O)O)C1OCC2C1COC2c1ccc(c(c1)OC)O
OCC1OC(Oc2ccc3c(c2)c(=O)[nH]c(c3)c2ccc(o2)CO)C(C(C1O)O)O,1682,OCC1OC(Oc2ccc3c(c2)c(=O)[nH]c(c3)c2ccc(o2)CO)C(C(C1O)O)O
OCc1ccc(o1)c1cc2ccc(cc2c(=O)[nH]1)O,1683,OCc1ccc(o1)c1cc2ccc(cc2c(=O)[nH]1)O
Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,1684,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1
Oc1ccc2c(c1)[nH]cc2,1685,Oc1ccc2c(c1)[nH]cc2
OCC1OC(O)C(C(C1O)O)O,1686,OCC1OC(O)C(C(C1O)O)O
OCC(CO)O,1687,OCC(CO)O
COc1cc2oc(cc(=O)c2c(c1OC)O)c1ccc(c(c1)O)OC,1688,COc1cc2oc(cc(=O)c2c(c1OC)O)c1ccc(c(c1)O)OC
OC(=O)CC(=O)OCC1OC(Oc2c[nH]c3c2cccc3)C(C(=O)C1O)O,1689,OC(=O)CC(=O)OCC1OC(Oc2c[nH]c3c2cccc3)C(C(=O)C1O)O
COc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O,1690,COc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O
Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,1691,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O
OC(=O)c1c[nH]c2c1cccc2,1692,OC(=O)c1c[nH]c2c1cccc2
OC(=O)CC(=O)O,1693,OC(=O)CC(=O)O
CCCCCC/C=C\CCCCCCCC(=O)O,1694,CCCCCC/C=C\CCCCCCCC(=O)O
S=C=NCCCC(C)C,1695,S=C=NCCCC(C)C
C=CCCN=C=S,1696,C=CCCN=C=S
OCC1OCC(C(C1O)O)O,1697,OCC1OCC(C(C1O)O)O
OCC1OC(C(C1O)O)n1ccc(=O)[nH]c1=O,1698,OCC1OC(C(C1O)O)n1ccc(=O)[nH]c1=O
O=c1cc[nH]c(=O)[nH]1,1699,O=c1cc[nH]c(=O)[nH]1
CCCCCC/C=C/CCCCCCCCCC(=O)OC,1700,CCCCCC/C=C/CCCCCCCCCC(=O)OC
CCCCCCCC/C=C\CCCCCCCC(=O)N,1701,CCCCCCCC/C=C\CCCCCCCC(=O)N
CCCCCCCCCCCCCCCCCCCCCCCC,1702,CCCCCCCCCCCCCCCCCCCCCCCC
CCCCCCCCC/C=C/CCCCCCC(=O)OC,1703,CCCCCCCCC/C=C/CCCCCCC(=O)OC
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,1704,CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC
OCC1OC(S/C(=N/OS(=O)(=O)O)/Cc2c[nH]c3c2cccc3)C(C(C1O)O)O,1705,OCC1OC(S/C(=N/OS(=O)(=O)O)/Cc2c[nH]c3c2cccc3)C(C(C1O)O)O
S/C(=N/OS(=O)(=O)O)/Cc1c[nH]c2c1cccc2,1706,S/C(=N/OS(=O)(=O)O)/Cc1c[nH]c2c1cccc2
COc1cc(C=C)ccc1O,1707,COc1cc(C=C)ccc1O
OCC1OC(Oc2ccc(cc2OC)C(C2COCC2Cc2ccc(c(c2)OC)O)O)C(C(C1O)O)O,1708,OCC1OC(Oc2ccc(cc2OC)C(C2COCC2Cc2ccc(c(c2)OC)O)O)C(C(C1O)O)O
COc1cc(ccc1O)CC1COCC1C(c1ccc(c(c1)OC)O)O,1709,COc1cc(ccc1O)CC1COCC1C(c1ccc(c(c1)OC)O)O
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C)C,1710,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C)C
c1ccc2c(c1)nc1c(c2)[nH]c2c1cccc2,1711,c1ccc2c(c1)nc1c(c2)[nH]c2c1cccc2
Nc1nc2nc[nH]c2c(=O)[nH]1,1712,Nc1nc2nc[nH]c2c(=O)[nH]1
OC(=O)c1ccc(c(c1)O)C(=O)O,1713,OC(=O)c1ccc(c(c1)O)C(=O)O
COC(=O)c1c[nH]c2c1cccc2,1714,COC(=O)c1c[nH]c2c1cccc2
C=CC/C(=N\OS(=O)(=O)O)/SC1OC(CO)C(C(C1O)O)O,1715,C=CC/C(=N\OS(=O)(=O)O)/SC1OC(CO)C(C(C1O)O)O
C=CC/C(=N\OS(=O)(=O)O)/S,1716,C=CC/C(=N\OS(=O)(=O)O)/S
O=Cc1c[nH]c2c1cccc2,1717,O=Cc1c[nH]c2c1cccc2
O=c1n(cnc2c1cccc2)c1ccccc1O,1718,O=c1n(cnc2c1cccc2)c1ccccc1O
O=c1[nH]cnc2c1cccc2,1719,O=c1[nH]cnc2c1cccc2
N#CCc1cn(c2c1cccc2)OC,1720,N#CCc1cn(c2c1cccc2)OC
O=C1Nc2c(C1)cc(cc2)O,1721,O=C1Nc2c(C1)cc(cc2)O
Oc1ccc2c(c1)N/C(=C/1\C(=O)Nc3c1cccc3)/C2=O,1722,Oc1ccc2c(c1)N/C(=C/1\C(=O)Nc3c1cccc3)/C2=O
OCc1ccc(o1)C(=O)O,1723,OCc1ccc(o1)C(=O)O
CCCCCCCCCCC(=O)COC1CCC2(C(=CCC3C2CCC2(C3CCC2C(CCC(C(C)C)CC)C)C)C1)C,1724,CCCCCCCCCCC(=O)COC1CCC2(C(=CCC3C2CCC2(C3CCC2C(CCC(C(C)C)CC)C)C)C1)C
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C,1725,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C,1726,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C
CC(=O)CCC1=C(C)CCCC1(C)C,1727,CC(=O)CCC1=C(C)CCCC1(C)C
c1ccc2c(c1)[nH]cc2,1728,c1ccc2c(c1)[nH]cc2
C=CC1(C)CC(O)C2(C(=C1)C(=O)CC1(C2CCCC1(C)C)O)C,1729,C=CC1(C)CC(O)C2(C(=C1)C(=O)CC1(C2CCCC1(C)C)O)C
CC1=CCCC2(C1C(=O)C(CC2)C(C)C)C,1730,CC1=CCCC2(C1C(=O)C(CC2)C(C)C)C
OCC1OC(OC2OC=C(C3C2C(C)OC(=O)C3)OC(=O)C)C(C(C1O)O)O,1731,OCC1OC(OC2OC=C(C3C2C(C)OC(=O)C3)OC(=O)C)C(C(C1O)O)O
CC(=O)OC1=COC(C2C1CC(=O)OC2C)O,1732,CC(=O)OC1=COC(C2C1CC(=O)OC2C)O
COc1cc(/C=C/C=O)cc(c1O)OC,1733,COc1cc(/C=C/C=O)cc(c1O)OC
COC1=CC23CCN(C(C2=CC1=O)Cc1c3c(O)c(cc1)OC)C,1734,COC1=CC23CCN(C(C2=CC1=O)Cc1c3c(O)c(cc1)OC)C
OC(=O)C(Cc1c[nH]c2c1cccc2)N,1735,OC(=O)C(Cc1c[nH]c2c1cccc2)N
O=C1c2ccccc2N/C/1=C\1/Nc2c(C1=O)cccc2,1736,O=C1c2ccccc2N/C/1=C\1/Nc2c(C1=O)cccc2
O=C1/C(=C\2/C(=O)Nc3c2cccc3)/Nc2c1cccc2,1737,O=C1/C(=C\2/C(=O)Nc3c2cccc3)/Nc2c1cccc2
C/C=C(/C(=O)COC1c2c(OC1C(OC(=O)C)(C)C)ccc1c2[nH]c(=O)cc1)\C,1738,C/C=C(/C(=O)COC1c2c(OC1C(OC(=O)C)(C)C)ccc1c2[nH]c(=O)cc1)\C
OC(C=C)CSC#N,1739,OC(C=C)CSC#N
O=C1C(=O)Nc2c1cccc2,1740,O=C1C(=O)Nc2c1cccc2
OCC1Cc2cc(OC)c(cc2C(C1CO)c1ccc(c(c1)OC)O)O,1741,OCC1Cc2cc(OC)c(cc2C(C1CO)c1ccc(c(c1)OC)O)O
OCC1OC(C(C1O)O)n1cnc2c1ncnc2N,1742,OCC1OC(C(C1O)O)n1cnc2c1ncnc2N
Nc1ncnc2c1nc[nH]2,1743,Nc1ncnc2c1nc[nH]2
Oc1ccc(cc1)/C=C/C(=O)c1ccc(cc1O)O,1744,Oc1ccc(cc1)/C=C/C(=O)c1ccc(cc1O)O
COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,1745,COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O
N#CCC1C(=O)Nc2c1c(O)ccc2,1746,N#CCC1C(=O)Nc2c1c(O)ccc2
Oc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2)O,1747,Oc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2)O
O=C1c2ccccc2N/C/1=C(\c1c[nH]c2c1cccc2)/C(=C)[N-2],1748,O=C1c2ccccc2N/C/1=C(\c1c[nH]c2c1cccc2)/C(=C)[N-2]
OC(=O)/C=C\C(=O)O,1749,OC(=O)/C=C\C(=O)O
OCC1OC(S/C(=N/OS(=O)(=O)O)/Cc2cn(c3c2cccc3)OC)C(C(C1O)O)O,1750,OCC1OC(S/C(=N/OS(=O)(=O)O)/Cc2cn(c3c2cccc3)OC)C(C(C1O)O)O
COn1cc(c2c1cccc2)C/C(=N\OS(=O)(=O)O)/S,1751,COn1cc(c2c1cccc2)C/C(=N\OS(=O)(=O)O)/S
OCC1OC(Oc2cc(O)c3c(c2)OC(CC3=O)c2cc(O)cc(c2)OC)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O,1752,OCC1OC(Oc2cc(O)c3c(c2)OC(CC3=O)c2cc(O)cc(c2)OC)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O
COc1cc(O)cc(c1)C1CC(=O)c2c(O1)cc(cc2O)O,1753,COc1cc(O)cc(c1)C1CC(=O)c2c(O1)cc(cc2O)O
COC(=O)CCC1C(C)C2=Cc3[nH]c(c(c3C)C=C)C=C3N=C(C=c4[nH]c5=C(C1=N2)CC(=O)c5c4C)C(=C3C)CC,1754,COC(=O)CCC1C(C)C2=Cc3[nH]c(c(c3C)C=C)C=C3N=C(C=c4[nH]c5=C(C1=N2)CC(=O)c5c4C)C(=C3C)CC
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CCC2=CC(CCC12C)O)C,1755,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CCC2=CC(CCC12C)O)C
OC(=O)c1ccccc1O,1756,OC(=O)c1ccccc1O
O=c1[nH]c2ccccc2c(=O)[nH]1,1757,O=c1[nH]c2ccccc2c(=O)[nH]1
COc1ccc(cc1OC)c1cc(=O)c2c(o1)cc(c(c2OC)OC)OC,1758,COc1ccc(cc1OC)c1cc(=O)c2c(o1)cc(c(c2OC)OC)OC
CCC(C(C)C)C/C=C\C(C1CCC2C1(C)CCC1C2C(C)C=C2C1(C)CCC(C2)O)C,1759,CCC(C(C)C)C/C=C\C(C1CCC2C1(C)CCC1C2C(C)C=C2C1(C)CCC(C2)O)C
O=Cc1cn(c2c1cccc2)OC,1760,O=Cc1cn(c2c1cccc2)OC
CCC(C(C)C)C/C=C\C(C1CCC2C1(C)CCC1C2C(CC)C=C2C1(C)CCC(C2)O)C,1761,CCC(C(C)C)C/C=C\C(C1CCC2C1(C)CCC1C2C(CC)C=C2C1(C)CCC(C2)O)C
COc1cc(cc(c1O)OC)C(=O)O,1762,COc1cc(cc(c1O)OC)C(=O)O
O=C1c2nc3ccccc3c(=O)n2c2c1cccc2,1763,O=C1c2nc3ccccc3c(=O)n2c2c1cccc2
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC(C2C1(C)CCC(C2O)O)O)C,1764,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC(C2C1(C)CCC(C2O)O)O)C
O=C1c2ccccc2N/C/1=c\1/c2nc3ccccc3c(=O)n2c2c1cccc2,1765,O=C1c2ccccc2N/C/1=c\1/c2nc3ccccc3c(=O)n2c2c1cccc2
C=CC1CNC(=S)O1,1766,C=CC1CNC(=S)O1
Oc1ccc2c(c1)cc([nH]2)O,1767,Oc1ccc2c(c1)cc([nH]2)O
CCCCCCCCCC/C=C/CCCCCCCCC,1768,CCCCCCCCCC/C=C/CCCCCCCCC
COc1cc(OC)cc(c1)/C(=C\1/C(=O)Nc2c1cccc2)/O,1769,COc1cc(OC)cc(c1)/C(=C\1/C(=O)Nc2c1cccc2)/O
CCCCCCCCCCCCCCCCCCCCCC=C,1770,CCCCCCCCCCCCCCCCCCCCCC=C
CCCCCCCCCCCCCCCC(=O)N,1771,CCCCCCCCCCCCCCCC(=O)N
CCCCCCCCCCCCCCCCCC(=O)OC,1772,CCCCCCCCCCCCCCCCCC(=O)OC
CCCCCC/C=C/CCCCCCCC(=O)OC,1773,CCCCCC/C=C/CCCCCCCC(=O)OC
CCCCCCCCCCCCCCC(=O)OC,1774,CCCCCCCCCCCCCCC(=O)OC
COc1cc(cc(c1CO)OC)C1C(=O)Nc2c1cccc2,1775,COc1cc(cc(c1CO)OC)C1C(=O)Nc2c1cccc2
CCCCC(COC(=O)c1ccccc1C(=O)OC)CC,1776,CCCCC(COC(=O)c1ccccc1C(=O)OC)CC
COCc1ccc(o1)C(=O)O,1777,COCc1ccc(o1)C(=O)O
OCC1OC(Oc2c[nH]c3c2cccc3)C(C(=O)C1O)O,1778,OCC1OC(Oc2c[nH]c3c2cccc3)C(C(=O)C1O)O
OCC1OC(Oc2ccc3c(c2)[nH]cc3CC#N)C(C(C1O)O)O,1779,OCC1OC(Oc2ccc3c(c2)[nH]cc3CC#N)C(C(C1O)O)O
N#CCc1c[nH]c2c1ccc(c2)O,1780,N#CCc1c[nH]c2c1ccc(c2)O
OCC1OC(Oc2c[nH]c3c2cccc3)C(C(C1O)O)O,1781,OCC1OC(Oc2c[nH]c3c2cccc3)C(C(C1O)O)O
Oc1c[nH]c2c1cccc2,1782,Oc1c[nH]c2c1cccc2
COC1=C/C(=C/C2=c3[nH]c4ccccc4c(=O)n3CC2)/C=C(C1=O)OC,1783,COC1=C/C(=C/C2=c3[nH]c4ccccc4c(=O)n3CC2)/C=C(C1=O)OC
OCC1OC(Oc2cc(O)cc3c2C(=O)c2c(C3=O)cc(cc2O)C)C(C(C1O)O)O,1784,OCC1OC(Oc2cc(O)cc3c2C(=O)c2c(C3=O)cc(cc2O)C)C(C(C1O)O)O
COc1cc(/C=C/C(=O)C)cc(c1O)OC,1785,COc1cc(/C=C/C(=O)C)cc(c1O)OC
O=c1nc[nH]c2c1[nH]cn2,1786,O=c1nc[nH]c2c1[nH]cn2
